Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,HUC 8,Watershed name,Partial tribal designation,Affected designated use,Pollutant or stressor,TMDL target completion year,EPA category,Mercury TMDL region,Year TMDL plan approved,TMDL ID,AUID previously listed,Changes since last List
Unnamed creek,Headwaters to JD 9,Stream,2020,Minnesota River,07020005-694,"2Bg, 3C",Stevens,07020005,Chippewa River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2023,5,,,,,
Unnamed creek,Unnamed cr to Shakopee Cr,Stream,2020,Minnesota River,07020005-701,"2Bg, 3C",Swift,07020005,Chippewa River,,Aquatic Life,Fish bioassessments,2023,5,,,,,
Unnamed creek,Unnamed cr to E Br Chippewa R,Stream,2020,Minnesota River,07020005-712,"2Bg, 3C",Swift,07020005,Chippewa River,,Aquatic Life,Fish bioassessments,2023,5,,,,,
Unnamed creek,CD 2 to CD 7,Stream,2020,Minnesota River,07020006-532,"2Bg, 3C",Lincoln,07020006,Redwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,CD 2 to CD 7,Stream,2020,Minnesota River,07020006-532,"2Bg, 3C",Lincoln,07020006,Redwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2020,Minnesota River,07020006-555,"2Bg, 3C",Lincoln,07020006,Redwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,Unnmaed ditch to Threemile Cr,Stream,2020,Minnesota River,07020006-558,"2Bg, 3C",Lyon,07020006,Redwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Headwaters to Redwiod R,Stream,2020,Minnesota River,07020006-559,"2Bg, 3C",Lyon,07020006,Redwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,-95.855 44.535 to Threemile Cr,Stream,2020,Minnesota River,07020006-573,"2Bg, 3C",Lyon,07020006,Redwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,-95.855 44.535 to Threemile Cr,Stream,2020,Minnesota River,07020006-573,"2Bg, 3C",Lyon,07020006,Redwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,"Unnamed cr to T109 R44W S20, south line",Stream,2020,Minnesota River,07020006-574,"2Bg, 3C",Lincoln,07020006,Redwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Unnamed ditch,Stream,2016,Minnesota River,07020007-550,"2Bg, 3C",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to Unnamed ditch,Stream,2006,Minnesota River,07020007-550,"2Bg, 3C",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,"T108 R28W S6, south line to T108 R28W S6, north line",Stream,2016,Minnesota River,07020007-577,"1B, 2Ag, 3B",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,"T108 R28W S6, south line to T108 R28W S6, north line",Stream,2016,Minnesota River,07020007-577,"1B, 2Ag, 3B",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,"T108 R28W S6, south line to T108 R28W S6, north line",Stream,2016,Minnesota River,07020007-577,"1B, 2Ag, 3B",Blue Earth,07020007,Minnesota River - Mankato,,Drinking Water,Nitrate,2027,5,,,,,
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2008,Minnesota River,07020007-600,"2Bg, 3C",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Recreation,Fecal coliform,2027,5,,,,,
Unnamed creek,Headwaters to Unnamed cr,Stream,2008,Minnesota River,07020007-602,"2Bg, 3C",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Recreation,Fecal coliform,2027,5,,,,,
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2008,Minnesota River,07020007-603,"2Bg, 3C",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Recreation,Fecal coliform,2027,5,,,,,
Unnamed creek,Headwaters to Unnamed cr,Stream,2008,Minnesota River,07020007-604,"2Bg, 3C",Blue Earth,07020007,Minnesota River - Mankato,,Aquatic Recreation,Fecal coliform,2027,5,,,,,
Unnamed creek,Unnamed cr to Minnesota R,Stream,2016,Minnesota River,07020007-644,"2Bg, 3C",Brown,07020007,Minnesota River - Mankato,,Aquatic Recreation,Escherichia coli (E.coli),2027,5,,,,,
Unnamed creek,Unnamed cr to -93.9413  44.228,Stream,2016,Minnesota River,07020007-696,"2Bm, 3C",Le Sueur,07020007,Minnesota River - Mankato,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to -93.9413  44.228,Stream,2016,Minnesota River,07020007-696,"2Bm, 3C",Le Sueur,07020007,Minnesota River - Mankato,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,"T111 R33W S8, east line to Unnamed cr",Stream,2016,Minnesota River,07020007-715,"2Bg, 3C",Brown,07020007,Minnesota River - Mankato,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to Dutch Charley Cr,Stream,2020,Minnesota River,07020008-529,"2Bg, 3C",Cottonwood,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Unnamed cr,Stream,2020,Minnesota River,07020008-545,"2Bg, 3C",Redwood,07020008,Cottonwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,Unnamed ditch to Cottonwod R,Stream,2020,Minnesota River,07020008-563,"2Bg, 3C",Brown,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Lk Marshall,Stream,2020,Minnesota River,07020008-573,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Lk Marshall,Stream,2020,Minnesota River,07020008-574,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Heck Slough to Unnamed cr,Stream,2020,Minnesota River,07020008-576,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Cottonwood R,Stream,2020,Minnesota River,07020008-581,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Dry Cr,Stream,2020,Minnesota River,07020008-590,"2Bg, 3C",Cottonwood,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Unnamed ditch,Stream,2020,Minnesota River,07020008-593,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to -95.095 44.134,Stream,2020,Minnesota River,07020008-606,"2Bg, 3C",Brown,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,"T1110 R40W S9, south line to Unnamed cr",Stream,2020,Minnesota River,07020008-615,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,"T110 R42W S24, west line to Cottonwood R",Stream,2020,Minnesota River,07020008-619,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,"T110 R42W S24, west line to Cottonwood R",Stream,2020,Minnesota River,07020008-619,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,-95.902 44.256 to Cottonwood R,Stream,2020,Minnesota River,07020008-621,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,-95.902 44.256 to Cottonwood R,Stream,2020,Minnesota River,07020008-621,"2Bg, 3C",Lyon,07020008,Cottonwood River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Willow Cr,Stream,2020,Minnesota River,07020009-566,"2Bg, 3C",Blue Earth,07020009,Blue Earth River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Willow Cr,Stream,2020,Minnesota River,07020009-625,"2Bg, 3C",Blue Earth,07020009,Blue Earth River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2021,5,,,,,
Unnamed creek,Unnamed cr to Willow Cr,Stream,2020,Minnesota River,07020009-625,"2Bg, 3C",Blue Earth,07020009,Blue Earth River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Unnamed creek,"T105 R30W S24, south line to Perch Cr",Stream,2016,Minnesota River,07020010-526,"2Bm, 3C",Watonwan,07020010,Watonwan River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,"T105 R30W S24, south line to Perch Cr",Stream,2016,Minnesota River,07020010-526,"2Bm, 3C",Watonwan,07020010,Watonwan River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to N Fk Watonwan R,Stream,2016,Minnesota River,07020010-549,"2Bg, 3C",Cottonwood,07020010,Watonwan River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to N Fk Watonwan R,Stream,2016,Minnesota River,07020010-549,"2Bg, 3C",Cottonwood,07020010,Watonwan River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,CD 4 to Butterfield Cr,Stream,2016,Minnesota River,07020010-552,"2Bm, 3C",Watonwan,07020010,Watonwan River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,CD 4 to Butterfield Cr,Stream,2016,Minnesota River,07020010-552,"2Bm, 3C",Watonwan,07020010,Watonwan River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to Perch Cr,Stream,2016,Minnesota River,07020010-557,"2Bg, 3C",Martin,07020010,Watonwan River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to JD 1,Stream,2016,Minnesota River,07020010-561,"2Bg, 3C",Cottonwood,07020010,Watonwan River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to JD 1,Stream,2016,Minnesota River,07020010-561,"2Bg, 3C",Cottonwood,07020010,Watonwan River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,"T106 R35W S1, west line to Unnamed cr",Stream,2016,Minnesota River,07020010-583,"2Bg, 3C",Cottonwood,07020010,Watonwan River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Unnamed creek,"T106 R35W S1, west line to Unnamed cr",Stream,2016,Minnesota River,07020010-583,"2Bg, 3C",Cottonwood,07020010,Watonwan River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
Unnamed creek,Unnamed cr to Le Sueur R,Stream,2012,Minnesota River,07020011-510,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Unnamed creek,Unnamed cr to Le Sueur R,Stream,2020,Minnesota River,07020011-546,"2Bg, 3C",Waseca,07020011,Le Sueur River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Unnamed creek,Unnamed cr to Maple R,Stream,2020,Minnesota River,07020011-592,"2Bg, 3C",Faribault,07020011,Le Sueur River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Unnamed creek,Unnamed lk (Hobza Marsh 07-0019-00) to Unnamed cr,Stream,2020,Minnesota River,07020011-599,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Unnamed creek,Unnamed lk (Hobza Marsh 07-0019-00) to Unnamed cr,Stream,2020,Minnesota River,07020011-599,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Unnamed creek,CD 26 to Le Sueur R,Stream,2020,Minnesota River,07020011-601,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Unnamed creek,CD 26 to Le Sueur R,Stream,2020,Minnesota River,07020011-601,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Unnamed creek,Eagle Lk to Unnamed cr,Stream,2020,Minnesota River,07020011-606,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Unnamed creek,Unnamed lk to 557th Ave,Stream,2020,Minnesota River,07020011-656,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Unnamed creek,Unnamed lk to 557th Ave,Stream,2020,Minnesota River,07020011-656,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Unnamed creek,"-93.934, 44.073 to Unnamed cr",Stream,2020,Minnesota River,07020011-661,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Unnamed creek,Headwaters to Carver Cr,Stream,2006,Minnesota River,07020012-526,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Fecal coliform,2028,5,,,,,
Unnamed creek,Headwaters to Minnesota R,Stream,2006,Minnesota River,07020012-528,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Fecal coliform,2028,5,,,,,
Unnamed creek,Benton Lk to Carver Cr,Stream,2018,Minnesota River,07020012-568,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek,Goose Lk (10-0089-00) to Unnamed wetland,Stream,2008,Minnesota River,07020012-618,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Fecal coliform,2028,5,,,,,
Unnamed creek,Reitz Lk to Unnamed cr,Stream,2018,Minnesota River,07020012-621,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek,Headwaters to Sand Cr,Stream,2018,Minnesota River,07020012-732,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Unnamed creek,Headwaters to Sand Cr,Stream,2018,Minnesota River,07020012-732,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek,Headwaters to Unnamed cr,Stream,2018,Minnesota River,07020012-746,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek,Headwaters to Unnamed cr,Stream,2018,Minnesota River,07020012-753,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek,Headwaters to Minnesota R,Stream,2018,Minnesota River,07020012-756,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek,Unnamed cr to JD 2,Stream,2018,Minnesota River,07020012-761,"2Bg, 3C",Le Sueur,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek,CD 56 to Le Sueur Cr,Stream,2018,Minnesota River,07020012-768,"2Bg, 3C",Le Sueur,07020012,Lower Minnesota River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Unnamed creek,CD 56 to Le Sueur Cr,Stream,2018,Minnesota River,07020012-768,"2Bg, 3C",Le Sueur,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek,Unnamed cr to Minnesota R,Stream,2018,Minnesota River,07020012-798,"2Bg, 3C",Sibley,07020012,Lower Minnesota River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Unnamed creek,Unnamed cr to Minnesota R,Stream,2018,Minnesota River,07020012-798,"2Bg, 3C",Sibley,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek,RR bridge to E Br Raven Str,Stream,2018,Minnesota River,07020012-822,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Unnamed creek,RR bridge to E Br Raven Str,Stream,2018,Minnesota River,07020012-822,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek,Unnamed ditch to -93.4251 44.6206,Stream,2018,Minnesota River,07020012-849,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek (Assumption Creek),Headwaters to Minnesota R,Stream,2018,Minnesota River,07020012-582,"1B, 2Ag, 3B",Carver,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek (Brewery Creek),US Hwy 169 to Minnesota R,Stream,2018,Minnesota River,07020012-830,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Unnamed creek (Brewery Creek),US Hwy 169 to Minnesota R,Stream,2018,Minnesota River,07020012-830,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek (Brewery Creek),US Hwy 169 to Minnesota R,Stream,2018,Minnesota River,07020012-830,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek (County Ditch 119),Unnamed cr to Minnesota R,Stream,2014,Minnesota River,07020004-648,"2Bg, 3C",Renville,07020004,Minnesota River - Yellow Medicine River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07663-002,,
Unnamed creek (County Ditch 13),Unnamed ditch to Spring Lk (70-0054-00),Stream,2018,Minnesota River,07020012-604,"2Bg, 3C",Scott,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek (East Creek),Unnamed cr to Minnesota R,Stream,2018,Minnesota River,07020012-581,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2028,5,,,,,
Unnamed creek (East Creek),Unnamed cr to Minnesota R,Stream,2004,Minnesota River,07020012-581,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Life,Fish bioassessments,2028,5,,,,,
Unnamed creek (East Creek),Unnamed cr to Minnesota R,Stream,2008,Minnesota River,07020012-581,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Life,Turbidity,2028,5,,,,,
Unnamed creek (East Creek),Unnamed cr to Minnesota R,Stream,2006,Minnesota River,07020012-581,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Fecal coliform,2028,5,,,,,
Unnamed creek (Five Mile Creek),Unnamed cr to Marsh Lk,Stream,2018,Minnesota River,07020001-521,"2Bg, 3C",Big Stone,07020001,Minnesota River - Headwaters,,Aquatic Life,Fish bioassessments,2029,5,,,,,
Unnamed creek (Five Mile Creek),Unnamed cr to Marsh Lk,Stream,2018,Minnesota River,07020001-521,"2Bg, 3C",Big Stone,07020001,Minnesota River - Headwaters,,Aquatic Recreation,Escherichia coli (E.coli),2029,5,,,,,
Unnamed creek (Freeborn Lake Inlet),Headwaters to Freeborn Lk,Stream,2006,Minnesota River,07020005-901,"2Bg, 3C",Douglas,07020005,Chippewa River,,Aquatic Life,Turbidity,,4A,,2014,PRJ06812-001,,
Unnamed creek (Goose Lake Inlet),to Goose Lk (10-0089-00),Stream,2018,Minnesota River,07020012-907,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Escherichia coli (E.coli),2028,5,,,,,
Unnamed creek (Huse Creek),Headwaters to Norway Lk,Stream,2010,Minnesota River,07020005-917,"2Bg, 3C",Kandiyohi,07020005,Chippewa River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07668-001,,
Unnamed creek (Lake Waconia Inlet),Unnamed wetland to Lk Waconia,Stream,2008,Minnesota River,07020012-619,"2Bg, 3C",Carver,07020012,Lower Minnesota River,,Aquatic Recreation,Fecal coliform,2028,5,,,,,
Unnamed creek (Little Beauford Ditch),Headwaters to Victory Dr (MN22),Stream,2002,Minnesota River,07020011-642,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Consumption,Mercury in water column,2033,5,SW,,,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Headwaters to Victory Dr (MN22),Stream,2002,Minnesota River,07020011-642,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Consumption,Polychlorinated biphenyls (PCBs),2033,5,,,,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Headwaters to Victory Dr (MN22),Stream,2018,Minnesota River,07020011-642,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Chlorpyrifos,2022,5,,,,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Headwaters to Victory Dr (MN22),Stream,2002,Minnesota River,07020011-642,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Turbidity,2022,5,,,,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Headwaters to Victory Dr (MN22),Stream,2004,Minnesota River,07020011-642,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Recreation,Fecal coliform,,4A,,2007,PRJ07734-001,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Victory Dr (MN22) to Cobb R,Stream,2018,Minnesota River,07020011-643,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Chlorpyrifos,2022,5,,,,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Victory Dr (MN22) to Cobb R,Stream,2002,Minnesota River,07020011-643,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Life,Turbidity,2022,5,,,,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Little Beauford Ditch),Victory Dr (MN22) to Cobb R,Stream,2004,Minnesota River,07020011-643,"2Bg, 3C",Blue Earth,07020011,Le Sueur River,,Aquatic Recreation,Fecal coliform,,4A,,2007,PRJ07734-001,07020011-503,Carry forward impairment from 07020011-503
Unnamed creek (Meadowbrook Creek),340th St to Big Stone Lk,Stream,2018,Minnesota River,07020001-568,"2Bg, 3C",Big Stone,07020001,Minnesota River - Headwaters,,Aquatic Life,Benthic macroinvertebrates bioassessments,2029,5,,,,,
